ticker,call_date,maec_folder,text_path,reporting_period_end_q,reporting_period_end_a,reporting_period_end,q_consensus_statpers,q_consensus_n_analysts,q_consensus_eps_mean,q_consensus_eps_median,q_consensus_eps_stdev,q_consensus_eps_high,q_consensus_eps_low,q_actual_eps,q_actual_announcement_date,a_consensus_statpers,a_consensus_n_analysts,a_consensus_eps_mean,a_consensus_eps_median,a_consensus_eps_stdev,a_consensus_eps_high,a_consensus_eps_low,a_actual_eps,a_actual_announcement_date,reporting_fy_int,current_fy_label,next_fy_label,cur_guidance_ebitda,cur_guidance_eps_excl,cur_guidance_eps_excl_high,cur_guidance_eps_excl_low,cur_guidance_revenue,cur_guidance_revenue_high,cur_guidance_revenue_low,next_guidance_ebitda,next_guidance_eps_excl,next_guidance_eps_excl_high,next_guidance_eps_excl_low,next_guidance_revenue,next_guidance_revenue_high,next_guidance_revenue_low,guidance_eps_midpoint,qtr_surprise_vs_consensus,qtr_beat_consensus,ann_surprise_vs_consensus,ann_beat_consensus,ann_surprise_vs_guidance,ann_beat_guidance_midpoint,annual_actual_in_guidance_range
POWL,2016-05-04,20160504_POWL,raw_data/transcripts/maec/MAEC_Dataset/20160504_POWL/text.txt,2016-03-31,2015-09-30,2016-03-31,2016-04-14,4.0,0.29,0.28,0.07,0.37,0.23,0.69,2016-05-03,2015-11-19,4.0,1.32,1.34,0.05,1.36,1.25,1.29,2015-12-01,2015.0,FY2015,FY2016,,0.4449999999999999,0.46667,0.41667,650.0,665.0,635.0,,0.4549999999999999,0.48333,0.43333,557.5,565.0,550.0,0.44167,0.39999999999999997,True,-0.030000000000000027,False,0.84833,True,False
POWL,2016-08-03,20160803_POWL,raw_data/transcripts/maec/MAEC_Dataset/20160803_POWL/text.txt,2016-06-30,2015-09-30,2016-06-30,2016-07-14,4.0,0.12,0.13,0.03,0.15,0.09,0.47,2016-08-02,2015-11-19,4.0,1.32,1.34,0.05,1.36,1.25,1.29,2015-12-01,2015.0,FY2015,FY2016,,0.4449999999999999,0.46667,0.41667,650.0,665.0,635.0,,0.4549999999999999,0.48333,0.43333,557.5,565.0,550.0,0.44167,0.35,True,-0.030000000000000027,False,0.84833,True,False
POWL,2017-05-03,20170503_POWL,raw_data/transcripts/maec/MAEC_Dataset/20170503_POWL/text.txt,2017-03-31,2016-09-30,2017-03-31,2017-04-20,3.0,-0.15,-0.1,0.11,-0.08,-0.28,-0.02,2017-05-02,2016-11-17,4.0,1.41,1.41,0.03,1.44,1.37,1.87,2016-12-06,2016.0,FY2016,FY2017,,0.4549999999999999,0.48333,0.43333,557.5,565.0,550.0,,,,,,,,0.45833,0.13,True,0.4600000000000002,True,1.41167,True,False
POWL,2017-12-06,20171206_POWL,raw_data/transcripts/maec/MAEC_Dataset/20171206_POWL/text.txt,2017-09-30,2017-09-30,2017-09-30,2017-11-16,3.0,-0.19,-0.21,0.12,-0.06,-0.3,-0.42,2017-12-05,2017-11-16,3.0,-0.52,-0.54,0.13,-0.38,-0.63,-0.75,2017-12-05,2017.0,FY2017,FY2018,,,,,,,,,,,,,,,,-0.22999999999999998,False,-0.22999999999999998,False,,,
POWL,2018-05-09,20180509_POWL,raw_data/transcripts/maec/MAEC_Dataset/20180509_POWL/text.txt,2018-03-31,2017-09-30,2018-03-31,2018-04-19,3.0,-0.35,-0.34,0.02,-0.34,-0.37,-0.29,2018-05-08,2017-11-16,3.0,-0.52,-0.54,0.13,-0.38,-0.63,-0.75,2017-12-05,2017.0,FY2017,FY2018,,,,,,,,,,,,,,,,0.06,True,-0.22999999999999998,False,,,
PPBI,2016-04-20,20160420_PPBI,raw_data/transcripts/maec/MAEC_Dataset/20160420_PPBI/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PPBI,2016-10-19,20161019_PPBI,raw_data/transcripts/maec/MAEC_Dataset/20161019_PPBI/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PPBI,2018-05-01,20180501_PPBI,raw_data/transcripts/maec/MAEC_Dataset/20180501_PPBI/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PPG,2015-10-15,20151015_PPG,raw_data/transcripts/maec/MAEC_Dataset/20151015_PPG/text.txt,2015-09-30,2014-12-31,2015-09-30,2015-09-17,18.0,1.62,1.62,0.04,1.67,1.55,1.61,2015-10-15,2014-12-18,20.0,4.81,4.8,0.03,4.87,4.75,4.875,2015-01-15,2014.0,FY2014,FY2015,,,,,,,,,,,,,,,,-0.010000000000000009,False,0.06500000000000039,True,,,
PPG,2016-07-21,20160721_PPG,raw_data/transcripts/maec/MAEC_Dataset/20160721_PPG/text.txt,2016-06-30,2015-12-31,2016-06-30,2016-07-14,19.0,1.85,1.85,0.03,1.92,1.8,1.85,2016-07-21,2016-01-14,21.0,5.69,5.7,0.02,5.73,5.65,5.69,2016-01-21,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.0,False,0.0,False,,,
PPG,2016-10-20,20161020_PPG,raw_data/transcripts/maec/MAEC_Dataset/20161020_PPG/text.txt,2016-09-30,2015-12-31,2016-09-30,2016-09-15,19.0,1.71,1.72,0.05,1.8,1.62,1.56,2016-10-20,2016-01-14,21.0,5.69,5.7,0.02,5.73,5.65,5.69,2016-01-21,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,-0.1499999999999999,False,0.0,False,,,
PPL,2017-05-04,20170504_PPL,raw_data/transcripts/maec/MAEC_Dataset/20170504_PPL/text.txt,2017-03-31,2016-12-31,2017-03-31,2017-04-20,10.0,0.64,0.63,0.05,0.76,0.56,0.62,2017-05-04,2017-01-19,17.0,2.37,2.38,0.02,2.4,2.31,2.45,2017-02-01,2016.0,FY2016,FY2017,,2.375,2.45,2.3,,,,,2.175,2.25,2.1,,,,2.375,-0.020000000000000018,False,0.08000000000000007,True,0.07500000000000018,True,True
PRA,2017-02-23,20170223_PRA,raw_data/transcripts/maec/MAEC_Dataset/20170223_PRA/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PRA,2017-05-05,20170505_PRA,raw_data/transcripts/maec/MAEC_Dataset/20170505_PRA/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PRA,2017-11-07,20171107_PRA,raw_data/transcripts/maec/MAEC_Dataset/20171107_PRA/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PRAA,2015-08-10,20150810_PRAA,raw_data/transcripts/maec/MAEC_Dataset/20150810_PRAA/text.txt,2015-06-30,2014-12-31,2015-06-30,2015-07-16,7.0,1.14,1.14,0.05,1.22,1.07,1.06,2015-08-10,2015-02-19,6.0,3.96,3.95,0.03,4.0,3.92,3.8,2015-03-02,2014.0,FY2014,FY2015,,,,,,,,,,,,,,,,-0.07999999999999985,False,-0.16000000000000014,False,,,
PRAA,2016-02-25,20160225_PRAA,raw_data/transcripts/maec/MAEC_Dataset/20160225_PRAA/text.txt,2015-12-31,2015-12-31,2015-12-31,2016-02-18,7.0,1.03,1.04,0.07,1.12,0.95,1.03,2016-02-25,2016-02-18,2.0,4.15,4.15,0.06,4.2,4.11,4.3,2016-02-25,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.0,False,0.14999999999999947,True,,,
PRAA,2017-02-28,20170228_PRAA,raw_data/transcripts/maec/MAEC_Dataset/20170228_PRAA/text.txt,2016-12-31,2016-12-31,2016-12-31,2017-02-16,7.0,0.69,0.72,0.08,0.79,0.53,-0.26,2017-02-28,2017-02-16,6.0,2.94,2.94,0.11,3.05,2.75,1.95,2017-02-28,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,-0.95,False,-0.99,False,,,
PRAA,2017-11-08,20171108_PRAA,raw_data/transcripts/maec/MAEC_Dataset/20171108_PRAA/text.txt,2017-09-30,2016-12-31,2017-09-30,2017-10-19,6.0,0.28,0.27,0.05,0.34,0.22,0.34,2017-11-08,2017-02-16,6.0,2.94,2.94,0.11,3.05,2.75,1.95,2017-02-28,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,0.06,True,-0.99,False,,,
PRAA,2018-05-09,20180509_PRAA,raw_data/transcripts/maec/MAEC_Dataset/20180509_PRAA/text.txt,2018-03-31,2017-12-31,2018-03-31,2018-04-19,6.0,0.35,0.33,0.06,0.42,0.3,0.47,2018-05-09,2018-02-15,5.0,1.99,1.96,0.05,2.06,1.95,1.94,2018-02-27,2017.0,FY2017,FY2018,,,,,,,,,,,,,,,,0.12,True,-0.050000000000000044,False,,,
PRFT,2015-07-30,20150730_PRFT,raw_data/transcripts/maec/MAEC_Dataset/20150730_PRFT/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PRFT,2017-05-04,20170504_PRFT,raw_data/transcripts/maec/MAEC_Dataset/20170504_PRFT/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PRFT,2018-05-01,20180501_PRFT,raw_data/transcripts/maec/MAEC_Dataset/20180501_PRFT/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PRGO,2017-02-27,20170227_PRGO,raw_data/transcripts/maec/MAEC_Dataset/20170227_PRGO/text.txt,2016-12-31,2016-12-31,2016-12-31,2017-02-16,16.0,1.62,1.63,0.05,1.7,1.52,1.24,2017-05-22,2017-02-16,18.0,6.95,6.96,0.05,7.03,6.85,5.07,2017-05-22,2016.0,FY2016,FY2017,,7.175,7.25,7.1,5500.0,5500.0,5500.0,,4.875,4.95,4.8,4925.5,4925.5,4925.5,7.175,-0.3800000000000001,False,-1.88,False,-2.1049999999999995,False,False
PRGO,2017-11-09,20171109_PRGO,raw_data/transcripts/maec/MAEC_Dataset/20171109_PRGO/text.txt,2017-09-30,2017-06-30,2017-09-30,2017-10-19,16.0,1.11,1.13,0.05,1.18,1.0,1.39,2017-11-09,2015-04-16,6.0,9.56,9.8,0.7,10.28,8.35,,,2017.0,FY2017,FY2018,,4.875,4.95,4.8,4925.5,4925.5,4925.5,,4.550000000000001,4.65,4.45,4720.0,4720.0,4720.0,4.875,0.2799999999999998,True,,,,,
PRGS,2015-10-01,20151001_PRGS,raw_data/transcripts/maec/MAEC_Dataset/20151001_PRGS/text.txt,2015-08-31,2014-11-30,2015-08-31,2015-09-17,5.0,0.37,0.37,0.01,0.38,0.36,0.39,2015-10-01,2014-12-18,5.0,1.49,1.49,0.02,1.5,1.46,1.51,2015-01-13,2014.0,FY2014,FY2015,,1.485,1.5,1.47,333.0,335.0,331.0,,1.53,1.55,1.51,412.5,415.0,410.0,1.4849999999999999,0.020000000000000018,True,0.020000000000000018,True,0.025000000000000133,True,False
PRI,2016-05-05,20160505_PRI,raw_data/transcripts/maec/MAEC_Dataset/20160505_PRI/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PRI,2016-08-09,20160809_PRI,raw_data/transcripts/maec/MAEC_Dataset/20160809_PRI/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PRI,2018-05-09,20180509_PRI,raw_data/transcripts/maec/MAEC_Dataset/20180509_PRI/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PRLB,2015-10-22,20151022_PRLB,raw_data/transcripts/maec/MAEC_Dataset/20151022_PRLB/text.txt,2015-09-30,2014-12-31,2015-09-30,2015-10-15,10.0,0.53,0.53,0.01,0.55,0.51,0.52,2015-10-22,2015-01-15,10.0,1.73,1.73,0.01,1.74,1.72,1.73,2015-02-05,2014.0,FY2014,FY2015,,,,,,,,,,,,262.0,264.0,260.0,,-0.010000000000000009,False,0.0,False,,,
PRSC,2016-05-06,20160506_PRSC,raw_data/transcripts/maec/MAEC_Dataset/20160506_PRSC/text.txt,2016-03-31,2015-12-31,2016-03-31,2016-04-14,2.0,0.4,0.4,0.02,0.41,0.38,0.48,2016-05-05,2016-02-18,2.0,1.87,1.87,0.05,1.9,1.83,2.03,2016-03-10,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.07999999999999996,True,0.1599999999999997,True,,,
PRSC,2016-08-02,20160802_PRSC,raw_data/transcripts/maec/MAEC_Dataset/20160802_PRSC/text.txt,2016-06-30,2015-12-31,2016-06-30,2016-07-14,2.0,0.65,0.65,0.04,0.68,0.62,0.7,2016-08-01,2016-02-18,2.0,1.87,1.87,0.05,1.9,1.83,2.03,2016-03-10,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.04999999999999993,True,0.1599999999999997,True,,,
PRSC,2017-03-10,20170310_PRSC,raw_data/transcripts/maec/MAEC_Dataset/20170310_PRSC/text.txt,2016-12-31,2016-12-31,2016-12-31,2017-02-16,3.0,0.45,0.4,0.14,0.61,0.34,0.33,2017-03-09,2017-02-16,3.0,1.68,1.72,0.21,1.87,1.46,1.52,2017-03-09,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,-0.12,False,-0.15999999999999992,False,,,
PRSC,2017-05-10,20170510_PRSC,raw_data/transcripts/maec/MAEC_Dataset/20170510_PRSC/text.txt,2017-03-31,2016-12-31,2017-03-31,2017-04-20,2.0,0.28,0.28,0.11,0.36,0.21,0.35,2017-05-09,2017-02-16,3.0,1.68,1.72,0.21,1.87,1.46,1.52,2017-03-09,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,0.06999999999999995,True,-0.15999999999999992,False,,,
PRSC,2018-05-10,20180510_PRSC,raw_data/transcripts/maec/MAEC_Dataset/20180510_PRSC/text.txt,2018-03-31,2017-12-31,2018-03-31,2018-04-19,1.0,0.45,0.45,,0.45,0.45,0.63,2018-05-09,2018-02-15,2.0,1.4,1.4,0.07,1.45,1.35,1.65,2018-03-08,2017.0,FY2017,FY2018,,,,,,,,,,,,,,,,0.18,True,0.25,True,,,
PRU,2016-08-04,20160804_PRU,raw_data/transcripts/maec/MAEC_Dataset/20160804_PRU/text.txt,2016-06-30,2015-12-31,2016-06-30,2016-07-14,17.0,2.5,2.5,0.03,2.59,2.45,1.84,2016-08-03,2016-01-14,21.0,10.37,10.4,0.1,10.53,10.06,10.04,2016-02-10,2015.0,FY2015,FY2016,,9.85,10.1,9.6,,,,,,,,,,,9.85,-0.6599999999999999,False,-0.33000000000000007,False,0.1899999999999995,True,True
PSA,2016-04-27,20160427_PSA,raw_data/transcripts/maec/MAEC_Dataset/20160427_PSA/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PSA,2016-07-28,20160728_PSA,raw_data/transcripts/maec/MAEC_Dataset/20160728_PSA/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PSB,2016-07-27,20160727_PSB,raw_data/transcripts/maec/MAEC_Dataset/20160727_PSB/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PSB,2016-10-26,20161026_PSB,raw_data/transcripts/maec/MAEC_Dataset/20161026_PSB/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PSB,2017-07-26,20170726_PSB,raw_data/transcripts/maec/MAEC_Dataset/20170726_PSB/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PSB,2018-04-25,20180425_PSB,raw_data/transcripts/maec/MAEC_Dataset/20180425_PSB/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PSX,2016-07-29,20160729_PSX,raw_data/transcripts/maec/MAEC_Dataset/20160729_PSX/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PSX,2017-02-03,20170203_PSX,raw_data/transcripts/maec/MAEC_Dataset/20170203_PSX/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PTC,2016-10-26,20161026_PTC,raw_data/transcripts/maec/MAEC_Dataset/20161026_PTC/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PTEN,2015-04-23,20150423_PTEN,raw_data/transcripts/maec/MAEC_Dataset/20150423_PTEN/text.txt,2015-03-31,2014-12-31,2015-03-31,2015-04-16,29.0,0.04,0.04,0.05,0.17,-0.09,0.06,2015-04-23,2015-01-15,26.0,1.55,1.57,0.08,1.62,1.2,1.54,2015-02-05,2014.0,FY2014,FY2015,,,,,,,,,,,,,,,,0.019999999999999997,True,-0.010000000000000009,False,,,
PTEN,2016-02-04,20160204_PTEN,raw_data/transcripts/maec/MAEC_Dataset/20160204_PTEN/text.txt,2015-12-31,2015-12-31,2015-12-31,2016-01-14,31.0,-0.48,-0.48,0.03,-0.37,-0.55,-0.4,2016-02-04,2016-01-14,11.0,-0.8,-0.81,0.05,-0.7,-0.87,-0.73,2016-02-04,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.07999999999999996,True,0.07000000000000006,True,,,
PTEN,2016-07-28,20160728_PTEN,raw_data/transcripts/maec/MAEC_Dataset/20160728_PTEN/text.txt,2016-06-30,2015-12-31,2016-06-30,2016-07-14,31.0,-0.63,-0.63,0.02,-0.57,-0.65,-0.56,2016-07-28,2016-01-14,11.0,-0.8,-0.81,0.05,-0.7,-0.87,-0.73,2016-02-04,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.06999999999999995,True,0.07000000000000006,True,,,
PTEN,2017-02-09,20170209_PTEN,raw_data/transcripts/maec/MAEC_Dataset/20170209_PTEN/text.txt,2016-12-31,2016-12-31,2016-12-31,2017-01-19,30.0,-0.55,-0.56,0.01,-0.52,-0.57,-0.53,2017-02-09,2017-01-19,28.0,-2.28,-2.28,0.12,-2.16,-2.79,-2.16,2017-02-09,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,0.020000000000000018,True,0.11999999999999966,True,,,
PVH,2016-05-26,20160526_PVH,raw_data/transcripts/maec/MAEC_Dataset/20160526_PVH/text.txt,2016-04-30,2016-01-31,2016-04-30,2016-05-19,17.0,1.43,1.43,0.01,1.45,1.4,1.5,2016-05-25,2016-03-17,19.0,7.01,7.0,0.06,7.2,6.9,7.05,2016-03-23,2016.0,FY2016,FY2017,,7.0,7.0,7.0,7993.964,7993.964,7993.964,,6.75,,6.75,8180.706,8180.706,8180.706,7.0,0.07000000000000006,True,0.040000000000000036,True,0.04999999999999982,True,False
PVH,2016-08-25,20160825_PVH,raw_data/transcripts/maec/MAEC_Dataset/20160825_PVH/text.txt,2016-07-31,2016-01-31,2016-07-31,2016-08-18,17.0,1.29,1.3,0.02,1.32,1.24,1.47,2016-08-24,2016-03-17,19.0,7.01,7.0,0.06,7.2,6.9,7.05,2016-03-23,2016.0,FY2016,FY2017,,7.0,7.0,7.0,7993.964,7993.964,7993.964,,6.75,,6.75,8180.706,8180.706,8180.706,7.0,0.17999999999999994,True,0.040000000000000036,True,0.04999999999999982,True,False
PVH,2017-03-23,20170323_PVH,raw_data/transcripts/maec/MAEC_Dataset/20170323_PVH/text.txt,2017-01-31,2017-01-31,2017-01-31,2017-03-16,16.0,1.19,1.18,0.04,1.25,1.14,1.23,2017-03-22,2017-03-16,16.0,6.76,6.75,0.04,6.82,6.71,6.8,2017-03-22,2017.0,FY2017,FY2018,,6.75,,6.75,8180.706,8180.706,8180.706,,7.79,7.8,7.78,8777.317,8777.317,8777.317,6.75,0.040000000000000036,True,0.040000000000000036,True,0.04999999999999982,True,
PWR,2016-02-25,20160225_PWR,raw_data/transcripts/maec/MAEC_Dataset/20160225_PWR/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PWR,2016-08-04,20160804_PWR,raw_data/transcripts/maec/MAEC_Dataset/20160804_PWR/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PWR,2017-02-21,20170221_PWR,raw_data/transcripts/maec/MAEC_Dataset/20170221_PWR/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PWR,2017-05-04,20170504_PWR,raw_data/transcripts/maec/MAEC_Dataset/20170504_PWR/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PWR,2017-08-03,20170803_PWR,raw_data/transcripts/maec/MAEC_Dataset/20170803_PWR/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PX,2015-04-29,20150429_PX,raw_data/transcripts/maec/MAEC_Dataset/20150429_PX/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PX,2015-07-29,20150729_PX,raw_data/transcripts/maec/MAEC_Dataset/20150729_PX/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PX,2015-10-29,20151029_PX,raw_data/transcripts/maec/MAEC_Dataset/20151029_PX/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PX,2016-04-29,20160429_PX,raw_data/transcripts/maec/MAEC_Dataset/20160429_PX/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PX,2018-04-26,20180426_PX,raw_data/transcripts/maec/MAEC_Dataset/20180426_PX/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PYPL,2016-01-27,20160127_PYPL,raw_data/transcripts/maec/MAEC_Dataset/20160127_PYPL/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PYPL,2017-07-26,20170726_PYPL,raw_data/transcripts/maec/MAEC_Dataset/20170726_PYPL/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
PZZA,2015-11-04,20151104_PZZA,raw_data/transcripts/maec/MAEC_Dataset/20151104_PZZA/text.txt,2015-09-30,2014-12-31,2015-09-30,2015-10-15,7.0,0.45,0.45,0.01,0.46,0.44,0.45,2015-11-03,2015-02-19,6.0,1.74,1.73,0.02,1.76,1.71,1.75,2015-02-24,2014.0,FY2014,FY2015,,1.76,1.8,1.72,1568.5300000000002,1582.9242,1554.14376,,2.0700000000000003,2.1,2.04,1665.0,1680.0,1650.0,1.76,0.0,False,0.010000000000000009,True,-0.010000000000000009,False,True
PZZA,2016-05-04,20160504_PZZA,raw_data/transcripts/maec/MAEC_Dataset/20160504_PZZA/text.txt,2016-03-31,2015-12-31,2016-03-31,2016-04-14,6.0,0.63,0.63,0.02,0.65,0.6,0.69,2016-05-03,2016-02-18,7.0,2.04,2.05,0.01,2.05,2.01,2.09,2016-02-23,2015.0,FY2015,FY2016,,2.0700000000000003,2.1,2.04,1665.0,1680.0,1650.0,,2.49,2.52,2.46,1719.245,1735.6175,1702.87,2.0700000000000003,0.05999999999999994,True,0.04999999999999982,True,0.019999999999999574,True,True
QEP,2016-10-27,20161027_QEP,raw_data/transcripts/maec/MAEC_Dataset/20161027_QEP/text.txt,2016-09-30,2015-12-31,2016-09-30,2016-10-20,17.0,-0.23,-0.23,0.03,-0.19,-0.3,-0.21,2016-10-26,2016-02-18,13.0,-0.07,-0.07,0.07,0.07,-0.2,0.01,2016-02-24,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.020000000000000018,True,0.08,True,,,
QEP,2017-02-23,20170223_QEP,raw_data/transcripts/maec/MAEC_Dataset/20170223_QEP/text.txt,2016-12-31,2016-12-31,2016-12-31,2017-02-16,17.0,-0.22,-0.22,0.03,-0.18,-0.27,-0.15,2017-02-22,2017-02-16,17.0,-1.17,-1.17,0.05,-1.11,-1.3,-1.05,2017-02-22,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,0.07,True,0.11999999999999988,True,,,
QHC,2017-04-13,20170413_QHC,raw_data/transcripts/maec/MAEC_Dataset/20170413_QHC/text.txt,2017-03-31,2016-12-31,2017-03-31,2017-03-16,2.0,-0.14,-0.14,0.05,-0.1,-0.18,-0.85,2017-05-15,2017-03-16,5.0,-1.87,-1.45,0.85,-1.23,-3.27,-1.5,2017-03-29,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,-0.71,False,0.3700000000000001,True,,,
QLYS,2016-05-02,20160502_QLYS,raw_data/transcripts/maec/MAEC_Dataset/20160502_QLYS/text.txt,2016-03-31,2015-12-31,2016-03-31,2016-04-14,15.0,0.15,0.15,0.01,0.16,0.15,0.21,2016-05-02,2016-01-14,12.0,0.66,0.67,0.01,0.67,0.65,0.7,2016-02-08,2015.0,FY2015,FY2016,,0.66,0.67,0.65,164.35,164.6,164.1,,0.795,0.8,0.79,198.1,198.6,197.6,0.66,0.06,True,0.039999999999999925,True,0.039999999999999925,True,False
QNST,2015-08-03,20150803_QNST,raw_data/transcripts/maec/MAEC_Dataset/20150803_QNST/text.txt,2015-06-30,2015-06-30,2015-06-30,2015-07-16,2.0,0.02,0.02,0.01,0.02,0.01,0.01,2015-08-03,2015-07-16,2.0,0.05,0.05,0.0,0.05,0.05,0.06,2015-08-03,2015.0,FY2015,FY2016,,,,,,,,,,,,310.354,310.354,310.354,,-0.01,False,0.009999999999999995,True,,,
QNST,2015-11-09,20151109_QNST,raw_data/transcripts/maec/MAEC_Dataset/20151109_QNST/text.txt,2015-09-30,2015-06-30,2015-09-30,2015-10-15,2.0,0.06,0.06,0.05,0.09,0.02,-0.02,2015-11-09,2015-07-16,2.0,0.05,0.05,0.0,0.05,0.05,0.06,2015-08-03,2015.0,FY2015,FY2016,,,,,,,,,,,,310.354,310.354,310.354,,-0.08,False,0.009999999999999995,True,,,
QNST,2016-02-09,20160209_QNST,raw_data/transcripts/maec/MAEC_Dataset/20160209_QNST/text.txt,2015-12-31,2015-06-30,2015-12-31,2016-01-14,2.0,0.03,0.03,0.05,0.06,-0.01,-0.03,2016-02-09,2015-07-16,2.0,0.05,0.05,0.0,0.05,0.05,0.06,2015-08-03,2015.0,FY2015,FY2016,,,,,,,,,,,,310.354,310.354,310.354,,-0.06,False,0.009999999999999995,True,,,
QNST,2016-05-10,20160510_QNST,raw_data/transcripts/maec/MAEC_Dataset/20160510_QNST/text.txt,2016-03-31,2015-06-30,2016-03-31,2016-04-14,2.0,0.07,0.07,0.02,0.08,0.05,0.03,2016-05-10,2015-07-16,2.0,0.05,0.05,0.0,0.05,0.05,0.06,2015-08-03,2015.0,FY2015,FY2016,,,,,,,,,,,,310.354,310.354,310.354,,-0.04000000000000001,False,0.009999999999999995,True,,,
